Country,GDP_per_Capita,Fuel_Price,Population_Density,Urbanization_Rate,CO2_Emissions,Emission_Category
Russia,29369.38170725534,1.9499697655008277,261.2828673751279,91.28924447365752,137.42310695081065,Low
Spain,55188.82877141877,1.063551066947722,253.34936491309148,56.56881721410058,251.2404644973971,Medium
Saudi Arabia,35637.02522405747,2.6345124945779625,628179.3295036857,18.267238423966813,423.4195691227782,High
Brazil,2937.9535443628624,,,13.95988673598001,344.6264068242993,High
South Africa,54852.2183098686,2.6870697633989296,5592196.11018726,57.64724375577539,235.04183024533435,Medium
China,365848.1694532212,4.641337315487335,902.3692656755156,76.18836118624439,348.5131403066066,High
Taiwan,35080.285291401284,2.843456638253957,162.2689543951917,78.15056477421821,103.20008543260694,Low
Mexico,10765.285728250456,3.274248771027876,990.1855123068073,27.57574044412813,230.67392475419436,Medium
United Kingdom,2998.870454549104,1.2048729663821374,955.2985231080834,20.424675891216747,406.9078420833754,High
South Korea,19376.917096832687,0.6968103164598627,499.7284376953705,,149.2289542114916,Low
France,47049.24674521917,0.9986358298091316,517.5930453345019,67.91991512011694,133.68267840083797,Low
Mexico,913915990.2104138,3.1933920905796453,743177.6465599057,7.656825843353898,477.8683969623942,High
,13985.735630784726,71871.57602919919,639.0892092029273,42.07612017659258,144.45393331380382,Low
Spain,13548.166276132351,,13593.763993098746,60.16821640182961,167.41336084257563,Medium
Netherlands,31395.247262001943,201.86661186180567,42.29176885815084,93.71089449196772,486.3271725069521,High
Russia,58556.93762528262,2.248937593834312,67.12589913173987,31.180213695576864,380.6188566192616,High
Saudi Arabia,28080.35029300377,1.236577106593857,449.9216957490992,24.977216244651977,364.8184398605877,High
France,33881.016764512824,1.7320608838134794,282.7924598272885,65.41601542860984,433.8168727345616,High
Russia,51777.2890555533,4.677428897818596,625.8191667472838,61.923903205358165,102.12038700655742,Low
China,32569.11341708586,3.541920240138599,992.5178664810312,33.21097833081246,367.6803064610032,High
Germany,11883.30941371251,2.7322152740594894,392.4599413457012,92.81018355097864,276.6598741977075,Medium
Canada,18676.158794222145,0.5572170049410208,578.1028415634682,84.48623274896327,423.1177881278629,High
Russia,19286.278649848045,4.965869302202616,421.4478569482621,22.39825458650812,278.6637733993374,Medium
Saudi Arabia,24441.768811998278,3.521547207025894,848.7989510446407,23.91425454345232,329.10860942101044,High
South Korea,26180.54541486821,1.926151148052252,903.2140394276156,,4240814.12611434,Medium
China,48187.1393023819,4.456708969990272,878.5820560832075,77.35721017307203,265.17151560012985,Medium
,21613.83294391065,1.6629422913131815,974.6285162924652,4.40403793884644,395.5864901278242,High
Russia,28625.67787804138,2.948074606322382,37.24399328901114,69.33351537347066,332.8548802912774,High
Spain,37873.58323601208,3.362318436784213,841.4180005240758,64.82358973820969,334.9684407242347,High
Indonesia,,1.494785171541778,754.2544513087023,23.148009591298823,252.6271177241866,Medium
Mexico,50357.32398424764,4.902787754602682,236.40746530636116,68.13530132413487,288.9992733518874,Medium
France,35659.762649810385,3.866863576905489,956.7568924536524,94.01831912520828,385.5729497921543,High
Spain,18348.63607403732,3.0101595147998146,156.696148947646,4.678584497176852,421.6734136003632,High
France,43129.49278759987,1.312675691788854,,31.96520552920625,363.4526309648208,High
South Africa,32131.21607854237,,232.64131464775332,43.817671666635526,,High
Indonesia,32532.89758417757,1.940269246344425,437.066842286334,89.92603589246896,419.1458396662404,
Italy,29384.18895486757,3.889343011610313,721.9682979751233,96.22614466091566,302.8387054142833,High
Saudi Arabia,30323.70498045369,1.7119908423591128,567.6913956127162,44.41152464963323,,High
,46156.0205829082,171.0151089178529,433.2268130148306,75.00284121421912,466.8387246145382,High
South Africa,7075.907280547615,3.775762295288344,333.07504662266734,53.1661023764483,328.62561990937627,High
Italy,20727.405867318448,0.9857467159090896,841.2630591517024,53.77829347413765,421.1631265909238,High
Brazil,5454.698464429464,3.5838410725214302,152.37620681166558,27.809951506635645,359.96472661549416,High
Mexico,45441.5270240996,0.9134189946952012,435.8018477645021,128058.93453881131,298.3713624772099,
Italy,17065.80942849767,4.843083839571484,904.7199960573907,28.80053459240412,158.8271879369089,Medium
United States,53948.39417931417,2.697773585292228,847.391054955368,55.63280072570793,241.69888376079265,Medium
United Kingdom,,1.1780424846944482,406.9323448483162,2.9155186022089,485.48427117517207,High
Brazil,48244.23651768114,39.686662214366976,765.4772799652952,2717.0861402572864,345.99442247267,High
United States,58756.95470134171,2.3603740218286764,,15.628370954977624,303.9779211525453,High
,50547.54270793766,3.911832549844418,889.9985497635935,22.00886768713865,469.8304814877023,
France,52152.63184067989,3.8454070373447418,549.0607113587357,8719.924170793367,313.9303014668519,High
Australia,25071.08522652584,3.253732274017989,212.41627719416468,71.01147663372794,286.7371332878313,Medium
Turkey,33551.63312030105,0.9766882065132184,262.7559857388923,9.57290547443973,391.6898848175924,High
Netherlands,15979.425278554952,1.1820621721445312,302.73772730118816,31.76946975471622,370.699528543945,High
France,12570.672881913715,0.9219061429050048,597.8644560015193,96.86746055743572,136.9220037837947,Low
India,30824.964867255992,3.0972775247939754,42.48152788732236,26.23429667809457,262.08872355835456,Medium
India,36107.88980232481,4.447122986801318,639.6820440921686,31.305014506314688,262.6319492688134,Medium
United States,21017.003507875263,2.452102305146473,370.71069604394967,83.64984906180335,220.20103185950515,Medium
Japan,34597.16754804652,1.2238167828098578,302.2893844647457,5.021443169045526,282.7820669685139,Medium
Canada,53360.16846829667,3.0111904631703514,880.7016050208451,46.46131688089709,1306405.6352966418,Medium
United Kingdom,33846.5735022186,4.152884975895694,,37.96167644516702,139.7054702620324,
Brazil,43527.97268231989,3.837704276808185,104.10251507736584,31.658675990865117,235.56491927360648,Medium
United Kingdom,48513.5830741164,4.466528508537596,828.4793003459846,28.569959404476453,82.52462640792947,Low
Brazil,59334.99813537113,1.7505594376199052,193827.32683633783,9.13741048604092,309.1036382484852,High
France,36588.6467284418,1.372792402704987,729.4817319265147,31.48258293516488,434.1445470235004,High
South Korea,48604.15878879257,4.459174186738725,776.1671595529585,4.305240271566857,,High
China,57796.30979473761,3.459021407501104,359.0765798695696,78.09638636444353,212.1773180243501,Medium
United States,56720.17380905913,1.8991801850339936,826.5399777150088,39.82277939580116,89.18204250978869,Low
Indonesia,9323.8290778851,3.840566227576292,520.5028117978889,44.39038323199116,140.96722965137184,Low
Japan,24977.1461881378,4.168032730161656,468.6607167400688,89.35945864501316,295.47065322267605,Medium
India,20115.41360530118,3.267402081535096,54.94924865400562,65.80549838612207,143.1756875223648,Low
South Korea,61959966.92394209,3.595478494459618,297.12890171241685,91484.61545831389,294.78790007823534,Medium
France,38361.20571974667,2.1886695699919985,931.6998711764468,94.3174822961285,154.2195611437545,Medium
India,44418.37217856414,2.924130503043676,397.905723650665,23.71444659777112,432.0157412642328,High
,51039.55763254613,2.85871626826773,551.2335153512006,10.761418475985884,228.77216277820688,Medium
India,8243.836490099802,4.316215060088473,536.7014621944093,76.81281783808822,160.49778167502097,Medium
Japan,52710.200476642334,4.279837911269821,594.5267789244664,,415.5467811111777,High
Mexico,38932.60825324094,4.247062112061695,70.71764608684978,43.37705660180176,204.27753416245284,Medium
Spain,42532.82197317206,0.5496422641810961,368.554492250741,24.950307968274178,100.16945952745186,Low
India,6980791.869008466,3.872954680109997,725.8969911437287,54.74714898623186,306.68427113163875,High
United States,37860.91499155181,3.914043755499522,208.55464856225308,27.438460520258744,311.70389199709496,High
Japan,20816.08557184027,3.552704702848138,211.54259377089684,90.15830052870676,371.6130538560804,High
Spain,49681.332553936925,3.903190960511537,19.98970062213448,21.52044797331928,158.0987449437735,Medium
United Kingdom,22420.49351951034,4.288866671735189,443.1071073421276,,249.6971025915103,Medium
Brazil,586622.6256266414,2.616435743458036,883.9070368666878,55.940542572735694,177.06556356919532,Medium
Mexico,50008.61588734973,2.759225960698012,,82.8488133895241,86.42918125205966,Low
Mexico,21366.33654799526,1.061213256101257,199.2075224010426,71.2845995860955,444.47622215715126,High
Canada,46656.236868879074,2.2341914737131283,316.9836929593275,69.66951114367485,377.9914120197535,High
Italy,22402.71578529078,3.395143309603029,734.4074891985707,32.43458076950557,185.6583767564603,
Turkey,51803.013178508576,4.011798992662735,644.2292368745607,23.38969314722035,319.71784679239386,High
United Kingdom,13951.120979776562,1.4774409396104475,421.78446553603646,21.08862276807881,,Low
Netherlands,58498.28864673332,1.1202030462165593,761.4782498657919,85.71916570595887,450.6064798080969,High
Taiwan,47005.76771249382,3.483689020252215,613.5347015403329,82.042682025902,101.70785451285964,Low
Russia,7740.037629303413,0.5084594758620979,897.0803916606469,44.057352801230735,,Low
Japan,34380.820578027065,1.3026766293829843,819.8464816473061,13.24046134964546,275.90368898263193,Medium
United Kingdom,59136.67142226235,0.6308212115477918,260.28547002830857,38.22522519774584,312.4075205537912,High
Italy,28792.86170893505,1.2509830303469192,278.7241918578582,61.93434541369114,310.534394133112,High
Mexico,11744.32119047341,1.3159367596647735,134.10291103446178,45.44031544799528,74.53036734702184,Low
Australia,29601.923661870424,46.47460856936445,,78.0189268482995,191.31971311329465,Medium
Russia,31235.00169703337,2.3104720610895018,999.5484795319034,99.76228222513856,38424.859693554885,Medium
Italy,44759.52970949127,4.4341811177460695,411.6936569289104,19.113208844889684,147.46063353225838,Low
United Kingdom,,2.7954937062447134,,45.965081965957246,442.68164846865335,High
Turkey,24750.452572221853,3.755321445255288,,43.098390192082206,89.19918025764531,Low
China,13863.363342151102,0.9686181106412934,,30.44925327489508,269.32299875241927,Medium
Canada,39058.19589839044,1.5144743995866223,158.10543503168302,19.80955167202896,361.1372258809184,High
Italy,25880.532138643623,3.6632454844040456,386.8827843492571,6.569211648965922,167.78799506051712,Medium
South Africa,8804.296456394493,0.7376178221083765,420.3250183839499,88.71193172236984,3029261.898380282,High
Germany,54133.765772946754,2.689689480096889,756.2914035635264,41.98486976863176,423.22331756406857,High
South Korea,41782.08959896961,3.1971603454832023,,49.68955185000489,135.6516387927714,Low
South Korea,41307.847530283405,3.2096553982361646,229248.0239110716,91.69420482009158,462.74926632118826,High
Taiwan,49532.44867878876,0.6031976507061891,522.4203383023668,77.62904775159478,299.1013396980611,
Australia,32250.039040649783,1.9494860190313348,276.1582750283149,13.050126411718422,184.65440193547724,
United Kingdom,49088.21127574497,3.3642079297211933,632.1497069448089,56.54199676077424,243.88622392202183,Medium
United States,30387.354457149337,1.1704988126715956,487.0488044818704,44.22522765195591,190.48634770387457,Medium
United States,4963.348595026895,3.62937041747624,368.0931523109848,79.72110725787628,376.30002196999226,High
Taiwan,24909.63719363364,3.856663439661536,949.7165406018072,72.42325476119493,408.3352985368095,High
Italy,30350.428744813544,,,69.0405721911072,424.8218265433975,High
Brazil,43491.952316305455,1.4442889768538425,,34.05448354798969,493.59571231358353,High
India,7288.145077591787,4.213088004497518,,46698.84761154425,406.0779316235076,High
United Kingdom,9261.09378096649,2.841334596133944,782.924534668892,5.239129559486122,320.6228318098535,High
Germany,16557.344355442372,60743.33043683173,711.4048005178694,15.962490143216725,,Medium
France,16723.40520888205,1.0506954079633006,180.3683370023068,33.56232729779117,295.06795191983724,Medium
Brazil,44198.89012908468,3.809775229193919,972.6957990497024,7.680744106928127,68.48067775568244,Low
Japan,15793.108973134267,1.5613591961465918,,23.49942775346916,385.17128398846086,High
United States,,2.171399008428706,167.43475370285867,83.01509829979182,250.6799952914458,Medium
Turkey,30162.157158158014,0.781440021038158,188.39379658686644,94.82515377900792,59.01045337948443,Low
Canada,34824.36831258464,4.106151121187835,107.25264226718969,,78.12812367968486,Low
South Korea,50448.31082751945,3.949648357872395,805.482927350585,,224.3599087197905,Medium
Mexico,24858.508591392438,3.801271235190406,130.81018937863016,27.98926522464269,312.5396835582958,High
Brazil,46483.77124679196,64.00225819496012,18154586.069078233,27.771908735084384,,Medium
Taiwan,25900.12751349055,1.2806603341968077,851.9668986132293,3.593018218597299,328.6419427814697,High
Netherlands,21878.41121711372,30993.502832014474,351.158043603084,17047.58316740042,266.1324164561101,Medium
Netherlands,57559.00346148001,2.732748728509488,40.54932526499172,21.36981415703284,347.766730466606,High
Taiwan,11877.884320058827,1.3021361010708872,61.376346523226765,42.0004074081405,148.6067291018604,Low
South Korea,6329.880674078864,3.5866007197243865,60040.71901302606,0.968688274096774,100.77943423262964,
United Kingdom,46488.169606593234,4.960068943195867,221.25941449593265,85.79550909150572,318.39527958154696,High
,5026.732615891404,3.8624881448391695,668.4947322960213,73.11573444549173,268.11028262133834,Medium
India,50387.66045147873,3.829938740085253,165.75301720180997,94.67560351737032,62.09044432022088,Low
Netherlands,26794.410385077368,4.776407388187662,127.68564726530128,78.1615479196399,221.21684847186611,
Japan,55015.30696022293,1.41321365408706,767.0719500615164,31.370651205206524,97.75651347094797,Low
Netherlands,43570.43880619243,3.0449748421464817,674.3447310213153,24.787335872842363,289.1105742887129,Medium
Netherlands,37013.8753534695,,440.9709792406839,69.7716307553293,,Medium
Netherlands,57009.10102640817,1.2438234993657855,,36.411277501049945,325.91835999635805,High
China,24402.3130100712,464.6732878870003,318.8641801231543,56.62150157526165,412.5209984466072,High
China,57291.12925583835,3.1361456568735586,,0.6257471026470229,184.85090772867088,Medium
Japan,8965.075367851208,2487.5326041211256,511.6059224929183,6.188570168047525,482.9459468742624,High
United States,29541.541574012357,3.6395178238403374,393.36489846631497,53.53679411816512,291.03552526440853,Medium
United States,16924.762121139498,4.683276152940579,907.5064885654411,56.60716464481651,328.2308594396546,High
Turkey,32850.72395558341,4.021618729331021,25.901246331196084,75.14529444593437,356.3025679515817,High
China,10558.818795603493,0.752612465372945,784.3495504603337,13.196531962396174,350.0291884359154,
South Africa,50650.24995829256,4.3372760894407,133.13900292891108,51.31830837567788,279.9368343702779,Medium
South Korea,50938.06310955888,1.5149359846657968,799.5718869318274,19.44476444316886,242.9439310016076,Medium
Germany,57358.94245068526,22139.225038333578,619.752796519954,9.319611956269467,74.20188387982006,Low
Russia,10125.656312110938,2.57779766125572,844.8453100270384,41.04957940605546,59.938630385530885,Low
Australia,37776.62050339445,2.664077003388813,106.53918238448848,16.333664808905723,211.0825375397441,Medium
Netherlands,28980.001213321808,2.458311796649105,563.3908277587764,20162.67428176979,200.1474007851617,Medium
Germany,21318.64019060976,4.71808982397139,506.0770014595751,31.755457986950177,224.46281967755303,Medium
Japan,21740.86950691891,,709.1312511337251,25.938840074319625,112.26569039968552,Low
Taiwan,25354.819485798384,3.3402679068051784,538.9476463747391,8.75912974059464,287624.8584634708,High
China,42590.60743164823,0.7242891250232371,545.3272214617732,8.99162448597023,435.63398664930753,High
Germany,36298.87743782112,4.567609986171686,83859.4868673321,19.32494152341682,472.42158591831577,High
Australia,28121.209252906738,54.50730374397617,315.7460797672674,5.055918795953895,271.5630365838316,Medium
Indonesia,5480.071211807704,4.01095878543546,487.4417176396703,62.64570196769272,365.3895646064429,High
Indonesia,5588.155300658467,0.5316314171612861,127.30743518071658,28.7326716508902,434.9980055461426,High
United States,1138.0240469209173,0.7577611298493051,961.898205593254,27.974596776907102,238.23099999206863,Medium
,58094.2639042181,1.513506660208204,717.2666559903323,33.199829423776514,,Medium
Germany,,1.09107233665208,952.9424455209684,66.27962742097216,471.52605013407054,High
,7082.531014810948,2.2947621336667825,234.46010850666363,87.06338814834905,282.0544479846829,Medium
India,19561.19685175524,4.651803761395054,880.5476099747627,75.90869325556385,273.7642489658951,Medium
Taiwan,16150723.657527925,,810.7020847179031,72.75292302250949,7355.420908047259,Low
Russia,57763.82836008295,0.5603118189447452,680.3808883330969,48.43911856008493,98.66975655801052,Low
,47610.79996871951,1.772355603104429,628.7788942243537,69.38055569674117,,High
India,41743.05371429279,0.7006770876783269,323.3841686151913,55.27623680335832,326.3599292843831,High
Turkey,31756.739377400598,0.6632943017607598,818.2466771153804,21.62505281865289,196.6210628087519,Medium
Taiwan,31627079.855526548,1.740739338929985,506.5003068649365,20.85883677410507,136.2812978256199,Low
United Kingdom,,1.7402555240552544,80.1826601323725,29.639200687528344,299.97377607633416,Medium
Taiwan,45745.1524227952,1074.141887244359,319.7345292465787,91.08026709698132,312.7636801675109,High
Brazil,38698.01373472145,4.886755937515003,935.9441275598743,,143.14712056027616,Low
United States,45783.114886792144,2.170431922504992,852.1734579987977,73.39053770018694,4544.146643495738,High
France,43722.096427115175,2.4299909548746736,982.0866410957738,34.65587598165476,87.91896477013299,
,38596.66320757973,,,1019.1159271025203,210.24188832488977,Medium
Saudi Arabia,37416142.612619355,1.7066255904298102,255.03497240900785,12.556557863725136,356.17298619313493,High
France,54298.46494552547,1.2037181198155158,171.18689918009514,17.129495782167037,173.3541637186403,Medium
United States,39153.23022791264,4.3389033053164265,195.04529620237705,82.73565548261456,422.4538376515723,High
Australia,41897.33747595856,0.7092526389802947,29.59770176378184,58.483863168888206,,High
Saudi Arabia,4044.15259286389,3.2886474808973705,396.7752898760798,33.75324658838189,405.0602800466604,High
Canada,40525.13040845232,3.0289678136006306,199.5134036945471,80.2851208995546,103.59794114452232,Low
India,3605.7608248959104,2.0566420137576245,417.5389058521354,24.6519905637983,113.24620759799431,Low
United Kingdom,35707.56166122593,1.9183528449381155,935.6444875203778,97.60326986002038,178.91318198506264,Medium
Indonesia,59961.85647438426,3.973359767817296,436.2348074121181,34.48176077461697,283.1347243389025,
Indonesia,33792.5883047936,,879.2046520149864,33.73109541512276,386.6072345147311,High
Taiwan,28919.39696679867,1.5655293919012343,609.4497189497177,31.191190553670523,426.43890084240655,High
Netherlands,19458.436533829663,3.796019293271404,254.660239114778,12.211151592428791,366.9508921807312,High
China,8110.832148401402,2.967442626768909,362.2962116666193,11.113714733201242,467.8685966887873,High
United States,44130.39661603862,1.0759469384011386,93.08034046321512,64.81050345341234,382.4345793271687,High
Indonesia,12363.342639352197,4.469610264269271,340.1279676600504,87.5118044558047,187.8205491520766,Medium
South Korea,7801.639253589778,2.270515309536162,680.7655360484987,1140443.4626564747,169.28657795235767,Medium
Japan,25883.99692410024,4.225407688949778,81.38998200014083,14.110759402135107,363.28660263549045,High
Japan,47925.16843958675,51338.189357954856,213.34739439324903,54.55821217920664,136.79175591032643,Low
Brazil,44958.80833909301,3.309914509122776,387.6266309991784,10.559154597664,91.72166486462146,Low
Brazil,4238.07426414202,2.725165090827918,982.2290416458028,4.5294643613077445,289.50029368528726,Medium
India,27853.47741713321,4.907978781717906,787.0132047292914,65.63858593847672,419.7387064005299,High
Turkey,31823.639988198967,1.1523428257091766,736.1518790271829,53.51523336803504,95.62092911143858,Low
Indonesia,39028.25238692351,3.763200773980016,125.02904696019152,8.202368521147086,406.35109570807816,
Indonesia,39359.87367615046,1.3603581565915506,783.1859346788415,3.4939246405988444,415.2074019581966,High
India,22517.137717981044,2.022183973995568,787.416123400855,,267.0233000366946,Medium
Taiwan,34079.954446207325,1.8891443451793783,605.091668668085,3.002133214907188,75.78963950471906,Low
United States,29382.6511468011,4.761661944824254,990.4581641783882,44.45282530501596,8655.336617555356,Low
Taiwan,53214.90303487358,4.853102800047238,332.0013668653064,50.46190246076956,368.3418238228696,High
Australia,32285.64282545911,1.3235694990562723,941.8597237594332,11.728014780044504,370.3000752459273,High
Netherlands,27020.89754314153,0.5991582213387688,915.5838038069386,16.906177843971626,454.2598738254494,High
France,24864.641531229197,3.740036178484009,21.365853151884064,35.18050064103525,312.2087659495623,High
,8254462.139807915,2.3809547024171795,455.6153612100629,76.16758762136627,105.84831547119984,Low
Germany,48434.64178465296,0.8997811028940397,977.3331907210576,50.70824240602667,104.63670747723748,Low
France,32765.687932466462,3.5768934750966914,112.09014878399503,63.79018745529616,374.5095608105706,High
Taiwan,40037.65532975195,2.9529748771731485,552.3068474394862,98.51745550906747,,Low
India,44533.49024748497,4.9123256990049775,979.1679319706932,76.80054353132097,197.7734748274724,Medium
Indonesia,31689.91848284518,1.5233427313762051,559.9404698648016,43.43614981412177,269.24540311486123,Medium
India,26182.206342637,,197.91714994243443,44.64419217965487,61.14419490926804,Low
Saudi Arabia,,2.941456115279403,586.3613977916639,61.8772077041005,161.96856215896935,
Spain,,4.062649948040082,212.39616821005137,66.53652084189044,233.550323828276,Medium
Saudi Arabia,28254.628183959667,2.969773955240264,524.5072202655394,50.07109258366713,175.83634332194282,Medium
China,59430.13748716485,3.2580507238787715,83.30179573322452,6241.453799365855,111.36664736040464,Low
India,1014.0138909771902,1.5176617321547334,26168.06645822533,,377.6055160082888,High
Indonesia,11942.901665026626,4.311134276398519,521.6220397368766,42.962286389684415,415.9164448255932,High
Brazil,23653.869505263818,2.4288374613671406,742.7597550738485,27.893807607347675,165.86553926467616,Medium
Russia,56022.80465608992,1.1343183238479615,634.3934664471972,491800.51540379866,398.4887725728365,High
United States,5131.752639100791,3.488845615274378,554.1102058454491,9.954651280877512,223.49910398059123,Medium
Russia,1559.6405840813864,1.4724070393338835,692.88106075564,60.319216561466746,278.00860588430123,Medium
United States,4108.346322656487,0.9390312960768488,152.50249443650856,52.36005471526117,435.2004837019188,High
Spain,6224.06122620347,4.378941087819225,599.4060646460181,25.35841169963692,387.4791568110836,High
South Africa,3218.2096191693918,2.5707301901979784,180.3894967945499,47.09500587725145,412.30258309228,
Indonesia,29307.098284533786,3.871776707130994,926.266985773362,49.22323151824083,111.58032496386056,Low
Taiwan,35264.675226412335,1.8076440191285976,77.65076379714816,19.500898043861586,81.37374162517827,Low
France,17029.53129307124,4.0413656071294985,436.0710021938853,65.20930618816506,452.0321280895942,High
United Kingdom,,1.0037116715968866,698.8395028788904,78.09193563860904,224.52542130699248,Medium
India,6410.260771574378,2.101880182076837,463.44198955157617,79.1463540889519,179.54585513135638,Medium
Netherlands,20845.857365876906,4.901278180880879,101.17430070057333,60.24698307034551,376.113314417821,High
United States,31828.632306436863,4.072953723656028,557.8452259654402,51.16385825190141,,High
Indonesia,44204.03662389406,2.737651686416097,645.215589739081,6.100714300539489,438.1203298542354,High
South Korea,,2.028998622028483,706.7543878806026,28.783129885160584,192.1987135063523,Medium
Turkey,28571.3352257215,4.424610650101144,379.5272163181313,9.327144677816989,433.4955760407533,High
Spain,169961885.6858696,2.9518149158803206,568.0233713184746,96.38231608784736,68.42027496845543,Low
Germany,,1502.7376901598434,456.179610189524,13.50801462257607,72.3476711568735,Low
Germany,43217.64559882027,3.893484561422738,675.3354783647309,15.177540985110204,330.5836378283695,High
Italy,35757.403533782795,0.5807555535582132,587.7213976515703,88.95766183304922,,Low
Turkey,17358.67309610964,1.0681420225667606,530.4986573635435,94.3928283476458,196.0741258295727,Medium
France,54710.00702139452,3.46833214877634,257.0291231698661,76.58290392349099,352.74019381111583,High
China,3660.939955999068,1.2272891507864214,11.998332570751575,0.540492367266987,201.77010322440185,Medium
South Africa,7458.588322067794,1.6497200509502212,7179.814853586656,0.13462709565637,130.81990164804316,Low
United States,24106.17829188101,4.759870793898232,125.89538100992696,37.81007697874508,176.60777983422872,Medium
Mexico,8341.815880514525,3.0208201626871034,454.59389756083726,55246.33131574391,255.9088995126943,Medium
United States,57428.52615600608,3.878282781497062,616.1355692542262,1.8386142151597284,263.92363490996706,Medium
Japan,52370477.87294653,3.0109133245218795,220.9541585979601,46.40666894045047,402.3501041062409,High
Indonesia,16279.976444507009,,939.6665250075152,94.30618974069716,387.5689532441807,High
Turkey,35724.69950942148,0.9236835955656406,16.6153079316489,32.38195749024314,255.56801205026085,Medium
Russia,58957.50038972482,2.046484366740964,15992.347775343987,66.11406784286964,430.55030709444713,High
India,53167.73970975867,33.95191752389353,628.9527218351378,65.22353531324407,101.40671236612812,Low
Netherlands,9761476.836759377,2.25827764526126,10959976.50313041,25.108010366516776,164.90900760300568,Medium
Netherlands,54319.71406334096,4.0925488470094775,59.98405496828384,65.04252488238643,422.5894085760132,High
,1279455800.4317214,2.173697005625892,631.2117060664366,21.233397428689127,220.0973173817689,Medium
Spain,,1777.575204971806,391.75737773699154,12.200741357688903,491.53170145722896,High
South Africa,772409007.5191507,2.288216257183924,936.904468019087,70.13832855596901,259.81397668752595,Medium
Germany,,0.9203358738888302,546.5701741408683,11.344081710391674,406.37103033369385,High
India,50431.71838171148,2.4848247121285265,940.2549961805732,12189.784351362758,231.0381686220674,Medium
